nombre_farmacia,calle,numero,colonia,ciudad,codigo_postal,latitud,longitud
SAN LUIS POTOSI 40,SAN LUIS POTOSI,3969 Y3971,FRACCIONAMIENTO INDUSTRIAS,SAN LUIS POTOSI,78395,22.12401,-100.9217
SAN LUIS POTOSI 41,SAN LUIS POTOSI,196,FRACCIONAMIENTO VALLE DE BRAVO,SAN LUIS POTOSI,78250,22.15549,-101.0016
SAN LUIS POTOSI 42,SAN LUIS POTOSI,208,ZONA CENTRO,SAN LUIS POTOSI,78000,22.15923,-100.9744
SAN LUIS POTOSI 43,SAN LUIS POTOSI,815,ZONA CENTRO,SAN LUIS POTOSI,78000,22.14759,-100.9805
SAN LUIS POTOSI 44,SAN LUIS POTOSI,705,JARDIN,SAN LUIS POTOSI,78270,22.14607,-101.008
SAN LUIS POTOSI 45,SAN LUIS POTOSI,450,ESPAÑITA,SAN LUIS POTOSI,78378,22.13645,-100.9507
SAN LUIS POTOSI 46,SAN LUIS POTOSI,195,SAN ANGEL,SAN LUIS POTOSI,78120,22.1859,-101.0034
SAN LUIS POTOSI 47,SAN LUIS POTOSI,205,LOMAS 3A SECC,SAN LUIS POTOSI,78216,22.13837,-101.0267
SAN LUIS POTOSI 48,SAN LUIS POTOSI,205,TLAXCALA,SAN LUIS POTOSI,78038,22.16792,-100.978
SAN LUIS POTOSI 49,SAN LUIS POTOSI,755,EL AGUAJE,SAN LUIS POTOSI,78398,22.10896,-100.9425
SAN LUIS POTOSI 5,SOLEDAD DE GRACIANO SANCHEZ,1240,UNIDAD HABITACIONAL AZALEAS,SOLEDAD DE GRACIANO SANCHEZ,78436,22.16069,-100.9511
SAN LUIS POTOSI 50,SAN LUIS POTOSI,700,FRACCIONAMIENTO INDUSTRIAS,SAN LUIS POTOSI,78395,22.12425,-100.9279
SAN LUIS POTOSI 6,SAN LUIS POTOSI,2545,FRACCIONAMIENTO SANTUARIO,SAN LUIS POTOSI,78380,22.12333,-100.9658
SAN LUIS POTOSI 7,SAN LUIS POTOSI,315,DEL RIO,SAN LUIS POTOSI,78175,22.16237,-101.0007
SAN LUIS POTOSI 9,SAN LUIS POTOSI,600,JARDINES DEL SUR,SAN LUIS POTOSI,78399,22.1295,-100.9324
SAN MARCOS GUERRERO,SAN MARCOS,74,SAN MARCOS,SAN MARCOS,39960,16.79406,-99.38984
SAN MARCOS GUERRERO 2,SAN MARCOS,S/N,CENTRO,SAN MARCOS,39960,16.79772,-99.38984
SAN MARCOS GUERRERO 3,SAN MARCOS,S/N,EMILIANO ZAPATA,SAN MARCOS,39960,16.79303,-99.38828
SAN VICENTE CHICOLOAPAN,CHICOLOAPAN DE JUAREZ,26,SAN VICENTE CHICOLOAPAN DE JUAREZ CENTRO,CHICOLOAPAN DE JUAREZ,56370,19.41518,-98.90201
SANTA CRUZ,CIUDAD DE MEXICO,39,SAN SIMON TICUMAC,CIUDAD DE MEXICO,03660,19.37135,-99.14311
SANTA FE,CIUDAD DE MEXICO,3900,SANTA FE CUAJIMALPA,CIUDAD DE MEXICO,05348,19.36102,-99.27922
SANTA MARTHA 3,CIUDAD DE MEXICO,3254,SANTA MARTHA ACATITLA NORTE,CIUDAD DE MEXICO,09140,19.36666,-99.00496
SATELITE 2,NAUCALPAN,16,CIUDAD SATELITE,NAUCALPAN,53100,19.51247,-99.23074
SAYULA,SAYULA,7,SAYULA CENTRO,SAYULA,49300,19.88474,-103.6005
SIMILANDIA CENTRO,CIUDAD DE MEXICO,59,CENTRO (AREA 1),CIUDAD DE MEXICO,06000,19.43398,-99.13466
SIMILANDIA COSMOPOL,COACALCO DE BERRIOZABAL,1,BOSQUES DEL VALLE,COACALCO DE BERRIOZABAL,55717,19.63244,-99.12386
SIMILANDIA EL ROSARIO,CIUDAD DE MEXICO,1025,EL ROSARIO,CIUDAD DE MEXICO,02100,19.50323,-99.20303
SIMILANDIA GRAN SUR,CIUDAD DE MEXICO,5550,PEDREGAL DE CARRASCO,CIUDAD DE MEXICO,04700,19.30513,-99.16644
SOLEDAD DE DOBLADO,SOLEDAD DE DOBLADO,101,CENTRO,SOLEDAD DE DOBLADO,94240,19.04699,-96.42262
SOLEDAD DE DOBLADO 2,SOLEDAD DE DOBLADO,S/N,SONORA,SOLEDAD DE DOBLADO,94244,19.05031,-96.42464
SOLEDAD DE GRACIANO SANCHEZ 1,SOLEDAD DE GRACIANO SANCHEZ,307,SOLEDAD DE GRACIANO SANCHEZ CENTRO,SOLEDAD DE GRACIANO SANCHEZ,78430,22.18625,-100.9404
SOLEDAD DE GRACIANO SANCHEZ 10,SOLEDAD DE GRACIANO SANCHEZ,390,FRACCIONAMIENTO BUGAMBILIAS,SOLEDAD DE GRACIANO SANCHEZ,78436,22.15455,-100.9502
SOLEDAD DE GRACIANO SANCHEZ 11,SOLEDAD DE GRACIANO SANCHEZ,655,SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,78435,22.16339,-100.9451
SOLEDAD DE GRACIANO SANCHEZ 12,SOLEDAD DE GRACIANO SANCHEZ,321 L-9M-23,LA SIERRA,SOLEDAD DE GRACIANO SANCHEZ,78438,22.14492,-100.91
SOLEDAD DE GRACIANO SANCHEZ 13,SOLEDAD DE GRACIANO SANCHEZ,356,FRACCIONAMIENTO PRIVADAS DE LA HACIENDA,SOLEDAD DE GRACIANO SANCHEZ,78438,22.15954,-100.9072
SOLEDAD DE GRACIANO SANCHEZ 14,SOLEDAD DE GRACIANO SANCHEZ,325-A,SAN RAFAEL,SOLEDAD DE GRACIANO SANCHEZ,78438,22.15164,-100.9098
SOLEDAD DE GRACIANO SANCHEZ 2,SOLEDAD DE GRACIANO SANCHEZ,1644,QUINTAS DE LA HACIENDA,SOLEDAD DE GRACIANO SANCHEZ,78438,22.15139,-100.8994
SOLEDAD DE GRACIANO SANCHEZ 3,SOLEDAD DE GRACIANO SANCHEZ,671-C,PROVIDENCIA,SOLEDAD DE GRACIANO SANCHEZ,78434,22.16813,-100.9429
SOLEDAD DE GRACIANO SANCHEZ 4,SOLEDAD DE GRACIANO SANCHEZ,1926,SAN ISIDRO,SOLEDAD DE GRACIANO SANCHEZ,78430,22.17064,-100.9228
SOLEDAD DE GRACIANO SANCHEZ 5,SOLEDAD DE GRACIANO SANCHEZ,1100-A,VILLA DE LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,78438,22.1404,-100.9032
SOLEDAD DE GRACIANO SANCHEZ 6,SOLEDAD DE GRACIANO SANCHEZ,4308,RANCHO PAVON,SOLEDAD DE GRACIANO SANCHEZ,78434,22.17799,-100.9544
SOLEDAD DE GRACIANO SANCHEZ 7,SOLEDAD DE GRACIANO SANCHEZ,607,SOLEDAD,SOLEDAD DE GRACIANO SANCHEZ,78430,22.19386,-100.9366
SOLEDAD DE GRACIANO SANCHEZ 8,SOLEDAD DE GRACIANO SANCHEZ,312,QUINTAS DE LA HACIENDA II,SOLEDAD DE GRACIANO SANCHEZ,78438,22.14631,-100.8959
SOLEDAD DE GRACIANO SANCHEZ 9,SOLEDAD DE GRACIANO SANCHEZ,208,SAN GERARDO,SOLEDAD DE GRACIANO SANCHEZ,78430,22.18469,-100.936
SUCURSAL SIMIEVENTOS,CIUDAD DE MEXICO,10,COL INDEPENDENCIA,CIUDAD DE MEXICO,03630,0.0,0.0
"TACAMBARO 1, MCH",TACAMBARO,86,TACAMBARO DE CODALLOS CENTRO,TACAMBARO,61650,19.23538,-101.4572
"TACAMBARO 2, MCH",TACAMBARO DE CODALLOS,6,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.23533,-101.4585
"TACAMBARO 3, MCH",TACAMBARO DE CODALLOS,263,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.2366,-101.456
"TACAMBARO 4, MCH",TACAMBARO DE CODALLOS,280,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.23532,-101.4618
TACUBA 1,CIUDAD DE MEXICO,34,TACUBA,CIUDAD DE MEXICO,11400,19.46042,-99.18871
TACUBA 3,CIUDAD DE MEXICO,6,TACUBA,CIUDAD DE MEXICO,11410,19.45818,-99.18406
TACUBAYA,CIUDAD DE MEXICO,6,ESCANDON,CIUDAD DE MEXICO,11800,19.40277,-99.18649
TACUBAYA 2,CIUDAD DE MEXICO,3,TACUBAYA,CIUDAD DE MEXICO,11870,19.40207,-99.18797
TAJIN,CIUDAD DE MEXICO,100,NARVARTE,CIUDAD DE MEXICO,03020,19.39803,-99.15276
TALA 1,TALA,45,CENTRO,TALA,45300,20.65077,-103.7
TALA 2,TALA,7,TALA CENTRO,TALA,45300,20.64899,-103.702
TALA 3,TALA,285,LA HIGUERA,TALA,45302,20.66001,-103.701
TAMAZUNCHALE 1,TAMAZUNCHALE,S/N,CENTRO,TAMAZUNCHALE,79960,21.26303,-98.79266
TAMAZUNCHALE 2,TAMAZUNCHALE,99,TAMAZUNCHALE CENTRO,TAMAZUNCHALE,79960,21.25975,-98.78809
TAMAZUNCHALE 3,TAMAZUNCHALE,49,XEW,TAMAZUNCHALE,79960,21.24693,-98.77847
TAMAZUNCHALE 4,TAMAZUNCHALE,42,BARRIO SAN JUAN ZONA CENTRO,TAMAZUNCHALE,79960,21.26109,-98.79016
TAMAZUNCHALE 5,TAMAZUNCHALE,.,BARRIO SAN JOSE,TAMAZUNCHALE,79960,21.2547,-98.78555
TAMPICO 1,TAMPICO,102,ZONA CENTRO,TAMPICO,89000,22.21553,-97.85511
TAMPICO 14,TAMPICO,14-B,PETROLERA,TAMPICO,89110,22.25859,-97.87609
TAMPICO 18,TAMPICO,223,SOLIDARIDAD VOLUNTAD Y TRABAJO,TAMPICO,89317,22.32084,-97.86068
TAMPICO 2,TAMPICO,1005,NUEVO PROGRESO,TAMPICO,89318,22.30822,-97.88104
TAMPICO 20,TAMPICO,"409, 411,413",ENRIQUE CARDENAS GONZALEZ,TAMPICO,89309,22.29896,-97.85512
TAMPICO 4,TAMPICO,409,EL PUEBLO,TAMPICO,89190,22.22401,-97.8636
TAMPICO 7,TAMPICO,407,FRENTE DEMOCRATICO,TAMPICO,89160,22.24533,-97.85542
TAMPICO 9,TAMPICO,513 PTE,LAS VIOLETAS,TAMPICO,89320,22.2874,-97.88172
"TAMUIN 1, S.L.P.",TAMUIN,331,CENTRO,TAMUIN,79200,22.00309,-98.77679
"TAMUIN 2, S.L.P.",TAMUIN,108,TAMUIN CENTRO,TAMUIN,79200,22.00358,-98.77525
TANQUIAN DE ESCOBEDO SLP,TANQUIAN DE ESCOBEDO,10,CENTRO,TANQUIAN DE ESCOBEDO,79840,21.59955,-98.6629
TAPACHULA 1,TAPACHULA,4,ZONA CENTRO,TAPACHULA,30700,14.90874,-92.2626
TAPACHULA 10,TAPACHULA,2,CENTRO,TAPACHULA,30700,14.90663,-92.26347
TAPACHULA 11,TAPACHULA,MZ 15 LT 3,LOS LAURELES,TAPACHULA,30780,14.88642,-92.2549
TAPACHULA 12,TAPACHULA,28,FRACCIONAMIENTO GUADALUPE,TAPACHULA,30770,14.8999,-92.2497
TAPACHULA 13,TAPACHULA,45,CENTRO,TAPACHULA,30700,14.91193,-92.26641
TAPACHULA 14,TAPACHULA,S/N,CENTRO TAPACHULA,TAPACHULA,30700,14.9124,-92.25518
TAPACHULA 15,TAPACHULA,175,FRACCIONAMIENTO CANTARRANAS,TAPACHULA,30797,14.89226,-92.27525
TAPACHULA 16,TAPACHULA,2,CENTRO,TAPACHULA,30700,14.90814,-92.26588
TAPACHULA 17,TAPACHULA,83,CENTRO,TAPACHULA,30700,14.91128,-92.26064
TAPACHULA 18,TAPACHULA,9,SAN CARALAMPIO,TAPACHULA,30760,14.9093,-92.26972
TAPACHULA 2,TAPACHULA,40,CENTRO,TAPACHULA,30700,14.91048,-92.26545
TAPACHULA 3,TAPACHULA,5 Y 6,INSURGENTES,TAPACHULA,30700,14.91736,-92.26663
TAPACHULA 4,TAPACHULA,38 C,CENTRO,TAPACHULA,30700,14.91186,-92.26435
TAPACHULA 5,TAPACHULA,35,TAPACHULA CENTRO,TAPACHULA,30700,14.91176,-92.26485
TAPACHULA 8,TAPACHULA,MZ 1,LOS CAFETALES,TAPACHULA,30820,14.86985,-92.30379
TAPACHULA 9,TAPACHULA,129,TAPACHULA CENTRO,TAPACHULA,30700,14.89937,-92.26783
TAXCO 1,TAXCO DE ALARCON,11,CENTRO,TAXCO DE ALARCON,40200,18.55502,-99.60562
TAXCO 2,TAXCO DE ALARCON,138,LA MISION,TAXCO DE ALARCON,40230,18.56048,-99.60113
TAXCO 3,TAXCO DE ALARCON,4,TAXCO DE ALARCON CENTRO,TAXCO DE ALARCON,40200,18.5559,-99.60376
TAXCO 4,TAXCO DE ALARCON,322,CENTRO,TAXCO DE ALARCON,40200,18.55443,-99.60232
TAXCO 5,TAXCO DE ALARCON,271,CENTRO,TAXCO DE ALARCON,40200,18.55366,-99.60649
TAXCO 6,TAXCO DE ALARCON,290-B,LA MORA,TAXCO DE ALARCON,40260,18.55632,-99.60172
TAXCO 7,TAXCO DE ALARCON,LOTE 9,MONTAÑA DE PLATA,TAXCO DE ALARCON,40274,18.55067,-99.61913
"TECOLOTLAN, JAL",TECOLOTLAN,17,LA VIRGENCITA,TECOLOTLAN,48540,20.19126,-104.0384
TENAYUCA,TLALNEPANTLA DE BAZ,41,TENAYUCA,TLALNEPANTLA DE BAZ,54150,19.53093,-99.16954
TEPALCATEPEC 2,TEPALCATEPEC,S/N,CENTRO,TEPALCATEPEC,60540,19.19005,-102.8455
TEPEPAN 1,CIUDAD DE MEXICO,7,SANTA MARIA TEPEPAN,CIUDAD DE MEXICO,16020,19.28053,-99.13788
TEPEPAN 2,CIUDAD DE MEXICO,339,PUEBLO DE SANTA MARIA TEPEPAN,CIUDAD DE MEXICO,16020,19.2763,-99.13301
TEQUESQUINAHUAC,TLALNEPANTLA DE BAZ,9,TEQUESQUINAHUAC,TLALNEPANTLA DE BAZ,54020,19.55898,-99.20363
TERMINAL TAPO,CIUDAD DE MEXICO,200,7 DE JULIO,CIUDAD DE MEXICO,15390,19.4302,-99.11332
"TEXISTEPEC, VER",TEXISTEPEC,80 ALTOS,CENTRO,TEXISTEPEC,96180,17.89397,-94.81764
TEZONAPA,TEZONAPA,8,CENTRO,TEZONAPA,95096,18.60351,-96.68535
TEZONAPA 2,TEZONAPA,35-A,CENTRO,TEZONAPA,95095,18.60279,-96.6878
TICOMAN,CIUDAD DE MEXICO,1264,FRACC. BARRIO LA PURISIMA,CIUDAD DE MEXICO,07320,19.51639,-99.13496
TIERRA BLANCA 1,TIERRA BLANCA,500,TIERRA BLANCA,TIERRA BLANCA,95100,18.44595,-96.35933
TIERRA BLANCA 2,TIERRA BLANCA,311,CENTRO,TIERRA BLANCA,95100,18.44844,-96.35973
TIERRA BLANCA 3,TIERRA BLANCA,1203,LOMA DEL JAZMIN,TIERRA BLANCA,95150,18.45088,-96.35367
TIERRA BLANCA 4,TIERRA BLANCA,L1 MZ52 Z5,PEMEX,TIERRA BLANCA,95180,18.44149,-96.34675
"TIQUICHEO DE NICOLAS ROMERO, MICHOACAN",TIQUICHEO DE NICOLAS ROMERO,38,CENTRO,TIQUICHEO DE NICOLAS ROMERO,61370,18.90196,-100.7377
TLACAMACA,CIUDAD DE MEXICO,312,TLACAMACA,CIUDAD DE MEXICO,07380,19.47619,-99.13746
TLAHUAC 1,CIUDAD DE MEXICO,1528,AÑO DE JUAREZ,CIUDAD DE MEXICO,09780,19.31745,-99.0741
TLAHUAC 2,CIUDAD DE MEXICO,MZ 12,LA TURBA,CIUDAD DE MEXICO,13250,19.29536,-99.05743
TLAHUAC 3,CIUDAD DE MEXICO,301,SAN ANDRES MIXQUIC,CIUDAD DE MEXICO,13600,19.22531,-98.95804
TLALNEMEX,TLALNEPANTLA DE BAZ,52,TLALNEMEX,TLALNEPANTLA DE BAZ,54070,19.531,-99.20128
TLALPAN 1,CIUDAD DE MEXICO,2552,EMILIANO ZAPATA,CIUDAD DE MEXICO,04810,19.32761,-99.13909
TLALPAN 2,CIUDAD DE MEXICO,5035,LA JOYA,CIUDAD DE MEXICO,14090,19.28085,-99.16592
TLALPAN 3,CIUDAD DE MEXICO,4456,TORIELLO GUERRA,CIUDAD DE MEXICO,14050,19.29559,-99.15453
TLALPAN 4,CIUDAD DE MEXICO,754,IZTACCIHUATL,CIUDAD DE MEXICO,03520,19.39142,-99.13816
TLALPAN 5,CIUDAD DE MEXICO,1265,SAN SIMON TICUMAC,CIUDAD DE MEXICO,03660,19.37108,-99.14164
TLALPAN 6,CIUDAD DE MEXICO,4087 FRACCNORTE,PUEBLO SANTA URSULA XITLA,CIUDAD DE MEXICO,14420,19.28498,-99.17586
TLALPAN 7,CIUDAD DE MEXICO,191,GRANJAS COAPA,CIUDAD DE MEXICO,14330,19.29521,-99.11479
TLALPAN 8,CIUDAD DE MEXICO,1529,PORTALES,CIUDAD DE MEXICO,03300,19.36211,-99.14313
TONALA,TONALA,S/N,CENTRO,TONALA,30500,16.08926,-93.75175
TONALA 2,TONALA,S/N,TONALA CENTRO,TONALA,30500,16.09134,-93.75249
TONALA 3,TONALA,S/N,CENTRO,TONALA,30500,16.08832,-93.75417
TONALA 4,TONALA,305,TEJERIA,TONALA,30500,16.09829,-93.76783
TONALA 5,TONALA,17-B,BARRIO LAS FLORES,TONALA,30500,16.0889,-93.74519
TOREO,NAUCALPAN DE JUAREZ,6 LOC 1-2,LOMAS DE SOTELO,NAUCALPAN DE JUAREZ,53390,19.45305,-99.21827
"TOTUTLA, VER.",TOTUTLA,83,TOTUTLA,TOTUTLA,94050,19.21271,-96.96294
TULTITLAN 1,TULTITLAN,S/N,EL TESORO,TULTITLAN,54957,19.59697,-99.16658
TULTITLAN 5,TULTITLAN DE MARIANO ESCOBEDO,S/N,EJIDO DE BUENAVISTA,TULTITLAN DE MARIANO ESCOBEDO,54955,19.62177,-99.16349
TULTITLAN 7,TULTITLAN DE MARIANO ESCOBEDO,154,CONCEPCION,TULTITLAN DE MARIANO ESCOBEDO,54900,19.64344,-99.18401
TUXTLA GUTIERREZ 1,TUXTLA GUTIERREZ,120,ZONA CENTRO,TUXTLA GUTIERREZ,29000,16.74952,-93.11717
TUXTLA GUTIERREZ 10,TUXTLA GUTIERREZ,241,TUXTLA GUTIERREZ CENTRO,TUXTLA GUTIERREZ,29000,16.74624,-93.1188
TUXTLA GUTIERREZ 11,TUXTLA GUTIERREZ,1991,MEXICANIDAD CHIAPANECA,TUXTLA GUTIERREZ,29070,16.74271,-93.10171
TUXTLA GUTIERREZ 13,TUXTLA GUTIERREZ,138,CASTILLO TIELMANS,TUXTLA GUTIERREZ,29070,16.74707,-93.0822
TUXTLA GUTIERREZ 14,TUXTLA GUTIERREZ,585,TUXTLA GUTIERREZ CENTRO,TUXTLA GUTIERREZ,29000,16.75809,-93.11629
TUXTLA GUTIERREZ 15,TUXTLA GUTIERREZ,MZ 7 LT 16,PLAN DE AYALA,TUXTLA GUTIERREZ,29110,16.76418,-93.18426
TUXTLA GUTIERREZ 16,TUXTLA GUTIERREZ,755,ALBANIA ALTA,TUXTLA GUTIERREZ,29010,16.77646,-93.10829
TUXTLA GUTIERREZ 17,TUXTLA GUTIERREZ,113,ISSSTE,TUXTLA GUTIERREZ,29060,16.74992,-93.13032
TUXTLA GUTIERREZ 18,TUXTLA GUTIERREZ,875,EL CERRITO,TUXTLA GUTIERREZ,29066,16.75461,-93.12286
TUXTLA GUTIERREZ 19,TUXTLA GUTIERREZ,344,BARRIO EL CALVARIO,TUXTLA GUTIERREZ,29066,16.74891,-93.11887
TUXTLA GUTIERREZ 2,TUXTLA GUTIERREZ,261,CENTRO,TUXTLA GUTIERREZ,29000,16.75394,-93.11765
TUXTLA GUTIERREZ 22,TUXTLA GUTIERREZ,1333,OBRERA,TUXTLA GUTIERREZ,29080,16.74309,-93.11395
TUXTLA GUTIERREZ 23,TUXTLA GUTIERREZ,613,AMPLIACION TERAN,TUXTLA GUTIERREZ,29059,16.74844,-93.16071
TUXTLA GUTIERREZ 24,TUXTLA GUTIERREZ,S/N,SAN JUAN SABINITO,TUXTLA GUTIERREZ,29090,16.73565,-93.10465
TUXTLA GUTIERREZ 25,TUXTLA GUTIERREZ,133,COPOYA,TUXTLA GUTIERREZ,29100,16.71374,-93.11898
TUXTLA GUTIERREZ 26,TUXTLA GUTIERREZ,703,BARRIO COLON,TUXTLA GUTIERREZ,29037,16.76257,-93.12006
TUXTLA GUTIERREZ 27,TUXTLA GUTIERREZ,1324,BARRIO ZOCOTUMBAK,TUXTLA GUTIERREZ,29073,16.75192,-93.10606
TUXTLA GUTIERREZ 28,TUXTLA GUTIERREZ,S/N,COLONIAL,TUXTLA GUTIERREZ,29098,16.73254,-93.09573
TUXTLA GUTIERREZ 29,TUXTLA GUTIERREZ,168,BARRIO EL CALVARIO,TUXTLA GUTIERREZ,29066,16.753,-93.11636
TUXTLA GUTIERREZ 3,TUXTLA GUTIERREZ,326,CENTRO,TUXTLA GUTIERREZ,29000,16.75074,-93.11482
TUXTLA GUTIERREZ 4,TUXTLA GUTIERREZ,443,CENTRO,TUXTLA GUTIERREZ,29000,16.75323,-93.11329
TUXTLA GUTIERREZ 6,TUXTLA GUTIERREZ,212,BARRIO SAN ROQUE,TUXTLA GUTIERREZ,29000,16.75004,-93.11584
TUXTLA GUTIERREZ 7,TUXTLA GUTIERREZ,1103,TUXTLA GUTIERREZ CENTRO,TUXTLA GUTIERREZ,29000,16.75958,-93.12402
TUXTLA GUTIERREZ 8,TUXTLA GUTIERREZ,125,TERAN,TUXTLA GUTIERREZ,29050,16.75217,-93.16314
TUXTLA GUTIERREZ 9,TUXTLA GUTIERREZ,S/N,CENTRO,TUXTLA GUTIERREZ,29000,16.75332,-93.15038
UNIVERSIDAD 1,CIUDAD DE MEXICO,1953,COPILCO UNIVERSIDAD,CIUDAD DE MEXICO,04340,19.33916,-99.18244
UNIVERSIDAD 2,CIUDAD DE MEXICO,913,DEL VALLE CENTRO,CIUDAD DE MEXICO,03100,19.36974,-99.16559
UNIVERSIDAD 3,CIUDAD DE MEXICO,1344,DEL CARMEN,CIUDAD DE MEXICO,04100,19.35811,-99.17216
UNIVERSIDAD 4,CIUDAD DE MEXICO,1471,FLORIDA,CIUDAD DE MEXICO,01030,19.3544,-99.17535
URSULO GALVAN,URSULO GALVAN,S/N,CENTRO,URSULO GALVAN,91662,19.40452,-96.35754
"URUAPAN 1, MCH",URUAPAN,3,URUAPAN CENTRO,URUAPAN,60000,19.41863,-102.0632
"URUAPAN 10, MCH",URUAPAN,5,QUIRINDAVARA,URUAPAN,60190,19.37709,-102.044
"URUAPAN 11, MCH",URUAPAN,69,EL COLORIN,URUAPAN,60120,19.41643,-102.0395
"URUAPAN 12, MCH",URUAPAN,1440,HUERTAS DEL CUPATITZIO,URUAPAN,60080,19.40533,-102.0546
"URUAPAN 13, MCH",URUAPAN,7,URUAPAN CENTRO,URUAPAN,60000,19.42068,-102.0617
"URUAPAN 14, MCH",URUAPAN,2500,LA PERLA,URUAPAN,60133,19.41654,-102.0331
"URUAPAN 15, MCH",URUAPAN,2,NATALIO VAZQUEZ PALLAREZ,URUAPAN,60154,19.40935,-102.0193
"URUAPAN 16, MCH",URUAPAN,130,SAN MIGUEL,URUAPAN,60040,19.42607,-102.0599
"URUAPAN 17, MCH",URUAPAN,1,RAMON FARIAS,URUAPAN,60050,19.41882,-102.0555
"URUAPAN 18, MCH",URUAPAN,6,URUAPAN CENTRO,URUAPAN,60000,19.42121,-102.0645
"URUAPAN 19, MCH",URUAPAN,1701,LOS ANGELES,URUAPAN,60160,19.40232,-102.0551
"URUAPAN 2, MCH",URUAPAN,58,SAN FRANCISCO,URUAPAN,60050,19.42615,-102.0515
"URUAPAN 20, MCH",URUAPAN,16,LA MAGDALENA,URUAPAN,60080,19.41043,-102.058
"URUAPAN 21, MCH",URUAPAN,88,PRIMERO DE MAYO,URUAPAN,60153,19.41027,-102.0386
"URUAPAN 22, MCH",URUAPAN,287,CASA DEL NIÑO PONIENTE,URUAPAN,60094,19.40353,-102.0699
"URUAPAN 23, MCH",URUAPAN,36,EJERCITO MEXICANO,URUAPAN,60154,19.41047,-102.0242
"URUAPAN 24, MCH",URUAPAN,61,URUAPAN CENTRO,URUAPAN,60000,19.41549,-102.0598
"URUAPAN 25, MCH",URUAPAN,1501,ROSA DE CASTILLA INFONAVIT,URUAPAN,60155,19.3928,-102.0219
"URUAPAN 26, MCH",URUAPAN,28,EL COLORIN NORTE,URUAPAN,60120,19.42201,-102.0399
"URUAPAN 27, MCH",URUAPAN,KM 72,LA QUINTA,URUAPAN,60030,19.43425,-102.0757
"URUAPAN 28, MCH",URUAPAN,S/N,CALTZONTZIN,URUAPAN,60220,19.42417,-102.0108
"URUAPAN 29, MCH",URUAPAN,126,JICALAN,URUAPAN,60090,19.39196,-102.0698
"URUAPAN 3, MCH",URUAPAN,22,MORELOS,URUAPAN,60050,19.41825,-102.0535
"URUAPAN 30, MCH",URUAPAN,206,RAMON FARIAS,URUAPAN,60050,19.42007,-102.0493
"URUAPAN 31, MCH",URUAPAN,409-A,REVOLUCION,URUAPAN,60150,19.40812,-102.0488
"URUAPAN 32, MCH",URUAPAN,104,BELLAVISTA,URUAPAN,60050,19.42731,-102.0575
"URUAPAN 33, MCH",URUAPAN,176,PROGRESO,URUAPAN,60090,19.40873,-102.067
"URUAPAN 4, MCH",URUAPAN,29,URUAPAN CENTRO,URUAPAN,60000,19.4225,-102.061
"URUAPAN 5, MCH",URUAPAN,22,CASA DEL NIÑO ORIENTE,URUAPAN,60090,19.40499,-102.0666
"URUAPAN 6, MCH",URUAPAN,268,SOL NACIENTE,URUAPAN,60154,19.4054,-102.0259
"URUAPAN 7, MCH",URUAPAN,9,URUAPAN CENTRO,URUAPAN,60000,19.42219,-102.0644
"URUAPAN 8, MCH",URUAPAN,92,URUAPAN CENTRO,URUAPAN,60000,19.41864,-102.056
"URUAPAN 9, MCH",URUAPAN,599,LOS ANGELES,URUAPAN,60170,19.39713,-102.0515
VALLE DE CHALCO 10,VALLE DE CHALCO SOLIDARIDAD,LT 1MZ 1288,MARIA ISABEL,VALLE DE CHALCO SOLIDARIDAD,56615,19.29622,-98.94958
VALLE DE CHALCO 2,VALLE DE CHALCO,MZ 529,SAN ISIDRO,VALLE DE CHALCO,56617,19.2953,-98.93018
VALLE DE CHALCO 4,VALLE DE CHALCO SOLIDARIDAD,MZ 85,SAN MIGUEL XICO I SECC.,VALLE DE CHALCO SOLIDARIDAD,56613,19.26964,-98.95349
VERACRUZ 12,VERACRUZ,384,BUENAVISTA INFONAVIT,VERACRUZ,91850,19.20208,-96.16868
VERACRUZ 13,VERACRUZ,94,VERACRUZ CENTRO,VERACRUZ,91700,19.20032,-96.13718
VERACRUZ 2,VERACRUZ,4265,DEL MAESTRO,VERACRUZ,91920,19.15847,-96.13129
VERACRUZ 23,VERACRUZ,521,RIO MEDIO,VERACRUZ,91809,19.20997,-96.19552
VERACRUZ 24,VERACRUZ,2-D,FRACC. GEOVILLAS RINCON DE LOS PINOS,VERACRUZ,91808,19.21652,-96.22514
VERACRUZ 25,VERACRUZ,656,CENTRO,VERACRUZ,91700,19.18676,-96.13667
VERACRUZ 26,VERACRUZ,861,CENTRO,VERACRUZ,91700,19.19756,-96.13846
VERACRUZ 28,VERACRUZ,1638,CENTRO,VERACRUZ,91700,19.19645,-96.13588
VERACRUZ 29,VERACRUZ,505,BOSQUES DE RIO MEDIO,VERACRUZ,91809,19.18632,-96.2124
VERACRUZ 30,VERACRUZ,LOTE 41,FRACCIONAMIENTO COSTA DORADA,VERACRUZ,91808,19.20862,-96.21644
